,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
10,,,24000,24000,24000.0, 60 months,16.91,595.31,C,C5,Hvac mechanic,5 years,MORTGAGE,100000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,217xx,MD,30.47,0,May-2006,1,,47.0,14,1,1869,11.2,78,w,23482.16,23482.16,1168.07,1168.07,517.84,650.23,0.0,0.0,0.0,Feb-2019,595.31,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,77560.0,0.0,4.0,2.0,5.0,7.0,75691.0,45.0,2.0,7.0,1806.0,36.0,16700.0,8.0,17.0,9.0,12.0,5966.0,5831.0,24.3,0,0,132.0,150.0,7.0,7.0,6.0,7.0,,1.0,,0.0,2.0,2.0,4.0,11.0,44.0,10.0,28.0,2.0,13.0,0.0,0.0,0.0,4.0,100.0,0.0,1,0,128392.0,77560.0,7700.0,111692.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11,,,16000,16000,16000.0, 36 months,10.33,518.76,B,B1,Senior Manager,10+ years,RENT,40000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,337xx,FL,37.29,0,Dec-2006,0,,,12,0,4453,9.6,24,w,15234.67,15234.67,1028.34,1028.34,765.33,263.01,0.0,0.0,0.0,Feb-2019,518.76,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,40727.0,1.0,3.0,1.0,1.0,12.0,36274.0,63.0,1.0,4.0,4278.0,39.0,46500.0,1.0,3.0,1.0,5.0,3394.0,29822.0,12.5,0,0,144.0,79.0,2.0,2.0,0.0,2.0,,12.0,,0.0,1.0,2.0,5.0,7.0,8.0,9.0,16.0,2.0,12.0,0.0,0.0,0.0,2.0,100.0,20.0,0,0,103836.0,40727.0,34100.0,57336.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
12,,,10000,10000,10000.0, 60 months,11.31,218.98,B,B3,,,RENT,40000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,151xx,PA,14.19,0,Sep-2007,0,,,3,0,3781,33.5,29,w,9749.36,9749.36,431.68,431.68,250.64,181.04,0.0,0.0,0.0,Feb-2019,218.98,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,16616.0,0.0,1.0,0.0,0.0,36.0,12835.0,59.0,0.0,5.0,3781.0,51.0,11300.0,0.0,0.0,0.0,5.0,5539.0,6719.0,36.0,0,0,36.0,134.0,13.0,13.0,0.0,13.0,,14.0,,0.0,1.0,1.0,1.0,9.0,1.0,2.0,28.0,1.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,32931.0,16616.0,10500.0,21631.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
13,,,10000,10000,10000.0, 60 months,26.31,301.25,E,E4,Secretary ,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,913xx,CA,9.92,0,Oct-2008,0,27.0,,16,0,6283,27.1,28,f,9834.2,9834.2,587.88,587.88,165.8,422.08,0.0,0.0,0.0,Feb-2019,301.25,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,489782.0,0.0,1.0,0.0,1.0,17.0,12916.0,85.0,3.0,7.0,473.0,50.0,23200.0,0.0,2.0,1.0,9.0,30611.0,6300.0,16.0,0,0,106.0,113.0,7.0,7.0,4.0,7.0,37.0,11.0,27.0,0.0,3.0,9.0,4.0,5.0,4.0,14.0,20.0,9.0,16.0,0.0,0.0,0.0,3.0,71.4,75.0,0,0,519441.0,19199.0,7500.0,15117.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
14,,,1000,1000,1000.0, 36 months,15.02,34.68,C,C3,Customer Service Rep,< 1 year,RENT,19013.0,Source Verified,Dec-2018,Current,n,,,other,Other,165xx,PA,16.67,0,Apr-2007,0,,,3,0,2159,52.7,6,w,955.4,955.4,68.53,68.53,44.6,23.93,0.0,0.0,0.0,Feb-2019,34.68,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,5085.0,0.0,1.0,0.0,1.0,16.0,2926.0,65.0,0.0,1.0,2159.0,59.0,4100.0,1.0,0.0,0.0,2.0,1695.0,141.0,93.9,0,0,16.0,139.0,22.0,16.0,0.0,103.0,,16.0,,0.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,100.0,100.0,0,0,8600.0,5085.0,2300.0,4500.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
15,,,2500,2500,2500.0, 36 months,7.56,77.84,A,A3,Test tech,7 years,RENT,65000.0,Not Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,920xx,CA,17.93,0,Sep-2006,0,,,9,0,1974,4.3,20,w,2375.43,2375.43,158.83,158.83,124.57,34.26,0.0,0.0,0.0,Feb-2019,77.84,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,53483.0,1.0,2.0,2.0,3.0,3.0,51509.0,95.0,2.0,4.0,1348.0,54.0,45800.0,2.0,5.0,3.0,7.0,5943.0,34171.0,4.0,0,0,146.0,144.0,7.0,3.0,0.0,12.0,,5.0,,0.0,2.0,3.0,5.0,6.0,8.0,7.0,12.0,3.0,9.0,0.0,0.0,0.0,4.0,100.0,0.0,0,0,100061.0,53483.0,35600.0,54261.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
16,,,35000,35000,35000.0, 60 months,20.89,944.71,D,D4,finance,10+ years,MORTGAGE,150000.0,Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,668xx,KS,17.64,0,Jun-2012,2,,,14,0,45208,49.6,21,w,33976.13,33976.13,2793.51,2793.51,1023.87,1769.64,0.0,0.0,0.0,Feb-2019,944.71,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,487665.0,3.0,1.0,1.0,2.0,11.0,68580.0,,4.0,4.0,16767.0,50.0,91200.0,1.0,0.0,4.0,8.0,34833.0,32195.0,54.8,0,0,77.0,51.0,1.0,1.0,4.0,1.0,,1.0,,0.0,5.0,6.0,11.0,11.0,3.0,12.0,14.0,6.0,14.0,0.0,0.0,0.0,6.0,100.0,27.3,0,0,551203.0,113788.0,71200.0,77153.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
17,,,17000,17000,17000.0, 60 months,16.91,421.68,C,C5,Teacher ,10+ years,RENT,45000.0,Source Verified,Nov-2018,Current,n,,,credit_card,Credit card refinancing,215xx,MD,29.76,0,Sep-2003,0,,,10,0,18271,40.7,20,w,16445.89,16445.89,1177.21,1177.21,554.11,623.1,0.0,0.0,0.0,Feb-2019,421.68,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,39314.0,1.0,2.0,0.0,0.0,73.0,21043.0,97.0,2.0,3.0,9692.0,59.0,44900.0,0.0,0.0,3.0,3.0,3931.0,10869.0,56.5,0,0,147.0,182.0,3.0,3.0,0.0,3.0,,9.0,,0.0,2.0,5.0,4.0,8.0,7.0,8.0,13.0,5.0,10.0,0.0,0.0,0.0,2.0,100.0,25.0,0,0,66509.0,39314.0,25000.0,21609.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
18,,,10000,10000,10000.0, 36 months,7.02,308.87,A,A2,Administrator ,1 year,MORTGAGE,113000.0,Not Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,871xx,NM,12.03,3,Oct-2005,0,12.0,,18,0,10808,50.7,31,w,9244.49,9244.49,899.31,899.31,755.51,143.8,0.0,0.0,0.0,Feb-2019,308.87,Mar-2019,Feb-2019,0,,1,Individual,,,,0,1314.0,338621.0,2.0,4.0,0.0,1.0,20.0,29625.0,69.0,2.0,3.0,5537.0,63.0,21300.0,0.0,1.0,3.0,5.0,19919.0,2568.0,75.8,0,0,134.0,157.0,2.0,2.0,1.0,11.0,12.0,6.0,12.0,0.0,3.0,5.0,5.0,7.0,6.0,13.0,24.0,5.0,18.0,0.0,0.0,0.0,3.0,87.1,50.0,0,0,363603.0,40433.0,10600.0,42828.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
19,,,16000,16000,16000.0, 60 months,22.35,445.1,D,D5,Attorney,10+ years,OWN,110000.0,Source Verified,Nov-2018,Current,n,,,home_improvement,Home improvement,447xx,OH,30.95,0,Dec-2001,2,,,18,0,21271,47.9,39,w,15550.43,15550.43,1315.43,1315.43,449.57,865.86,0.0,0.0,0.0,Feb-2019,445.1,Mar-2019,Feb-2019,0,,1,Joint App,140000.0,28.41,Source Verified,0,0.0,177343.0,2.0,6.0,2.0,3.0,2.0,137865.0,79.0,1.0,2.0,7506.0,67.0,44400.0,1.0,0.0,5.0,5.0,9852.0,15464.0,47.2,0,0,157.0,202.0,2.0,2.0,3.0,46.0,,0.0,,0.0,3.0,7.0,7.0,11.0,13.0,11.0,23.0,7.0,18.0,0.0,0.0,0.0,3.0,100.0,28.6,0,0,213246.0,159136.0,29300.0,147471.0,39516.0,Apr-2003,0.0,2.0,10.0,39.9,4.0,10.0,0.0,0.0,10.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
20,,,8000,8000,8000.0, 36 months,19.92,296.99,D,D3,Registered Nurse,3 years,RENT,89975.0,Not Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,774xx,TX,11.25,1,Jul-2004,0,10.0,,11,0,4629,13.8,28,w,7499.21,7499.21,882.12,882.12,500.79,381.33,0.0,0.0,0.0,Feb-2019,296.99,Mar-2019,Feb-2019,1,32.0,1,Individual,,,,0,1643.0,11470.0,0.0,1.0,0.0,0.0,42.0,6841.0,,0.0,1.0,1896.0,14.0,33600.0,1.0,2.0,2.0,1.0,1043.0,27747.0,14.1,0,0,137.0,172.0,22.0,22.0,0.0,22.0,,0.0,10.0,1.0,4.0,5.0,8.0,10.0,9.0,10.0,19.0,5.0,11.0,0.0,0.0,0.0,0.0,88.9,0.0,0,0,72358.0,11470.0,32300.0,38758.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
21,,,33000,33000,33000.0, 60 months,16.91,818.54,C,C5,Foreman,10+ years,RENT,95000.0,Not Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,300xx,GA,17.91,1,Aug-2006,0,16.0,,10,0,28263,80.1,16,w,31924.44,31924.44,2378.12,2378.12,1075.56,1302.56,0.0,0.0,0.0,Feb-2019,818.54,Mar-2019,Nov-2018,0,,1,Individual,,,,0,0.0,50181.0,0.0,2.0,0.0,1.0,19.0,21918.0,57.0,0.0,0.0,5074.0,68.0,35300.0,0.0,3.0,0.0,1.0,5576.0,2741.0,66.2,0,0,147.0,130.0,37.0,19.0,0.0,38.0,,,16.0,0.0,2.0,4.0,3.0,5.0,5.0,8.0,11.0,4.0,10.0,0.0,0.0,0.0,0.0,93.8,0.0,0,0,73533.0,50181.0,8100.0,38233.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
22,,,12000,12000,12000.0, 36 months,16.91,427.3,C,C5,,,MORTGAGE,65135.0,Source Verified,Nov-2018,Current,n,,,credit_card,Credit card refinancing,748xx,OK,37.42,0,May-1993,4,,,16,0,7221,42.0,40,w,11214.43,11214.43,1259.35,1259.35,785.57,473.78,0.0,0.0,0.0,Feb-2019,427.3,Mar-2019,Feb-2019,0,,1,Joint App,76495.0,33.9,Source Verified,0,0.0,220698.0,3.0,5.0,6.0,8.0,2.0,87950.0,96.0,3.0,6.0,3401.0,88.0,17200.0,16.0,6.0,28.0,14.0,14713.0,3949.0,63.1,0,0,126.0,306.0,7.0,2.0,1.0,7.0,,3.0,,0.0,6.0,7.0,6.0,13.0,20.0,10.0,19.0,7.0,16.0,0.0,0.0,0.0,9.0,100.0,33.3,0,0,256308.0,95171.0,10700.0,91608.0,25314.0,Oct-2009,2.0,0.0,7.0,48.0,3.0,5.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
23,,,19000,19000,19000.0, 60 months,24.37,550.68,E,E2,System Administrator ,3 years,RENT,53000.0,Source Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,207xx,MD,16.96,0,Aug-2010,0,79.0,,9,0,22761,81.0,11,w,18495.43,18495.43,1600.59,1600.59,504.57,1096.02,0.0,0.0,0.0,Feb-2019,550.68,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,29426.0,1.0,6.0,0.0,0.0,38.0,6665.0,41.0,1.0,2.0,0.0,66.0,28100.0,0.0,3.0,0.0,2.0,3270.0,2000.0,0.0,0,0,99.0,55.0,3.0,3.0,0.0,3.0,,,,0.0,0.0,2.0,1.0,1.0,7.0,3.0,4.0,2.0,9.0,0.0,0.0,0.0,1.0,90.9,0.0,0,0,44350.0,29426.0,2000.0,16250.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
